"ISIR_Field","Discrepancy_Evaluation_Script","Additional_Doc_Req_Script","Required_Documents_Script","Aid_Year","Additional_Doc_Req_Msg","Manual_Discrepancy_Clear_Req","Description"
"PARENTSPOUSE_SIGNATURE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_SIGNATUREDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_SOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_STATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_STREETADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_SUFFIX","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_TAXEXEMPTINTERESTINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_TAXRETURNFILINGSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_UNTAXEDPORTIONSOFIRADISTRIBUTIONS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_UNTAXEDPORTIONSOFPENSIONS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENTSPOUSE_ZIPCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_ADJUSTEDGROSSINCOME","isir/discrepancy/2025/2425DiscrepEvalUpdate/2425DiscrepEvalUpdate.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_CHILDSUPPORTRECEIVED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_CITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_COLLEGEGRANTANDSCHOLARSHIPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_CONSENTTORETRIEVEANDDISCLOSEFTI","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_COUNTRY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_DATEOFBIRTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_DEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER","isir/discrepancy/2025/2425DiscrepEvalUpdate/2425DiscrepEvalUpdate.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_EARNEDINCOMETAXCREDITRECEIVEDDURINGTAXYEAR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_EDUCATIONCREDITS","isir/discrepancy/2025/2425DiscrepEvalUpdate/2425DiscrepEvalUpdate.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_EMAILADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_FILED1040OR1040NR","isir/discrepancy/2025/PARENTFILED1040OR1040NR/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_FILEDJOINTRETURNWITHCURRENTSPOUSE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_FILEDNONUSTAXRETURN","isir/discrepancy/2025/PARENTFILEDNONUSTAXRETURN/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_FILEDSCHEDULEABDEFORH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_FIRSTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_FOREIGNEARNEDINCOMEEXCLUSION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_INCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_INCOMETAXPAID","isir/discrepancy/2025/2425DiscrepEvalUpdate/2425DiscrepEvalUpdate.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_IRAROLLOVER","isir/discrepancy/2025/2425DiscrepEvalUpdate/2425DiscrepEvalUpdate.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_ITIN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_LASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_LEGALRESIDENCEDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_MARITALSTATUS","isir/discrepancy/2025/PARENTMARITALSTATUS/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_MIDDLENAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_NETWORTHOFBUSINESSESINVESTMENTFARMS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_NETWORTHOFCURRENTINVESTMENTS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_NONEOFTHEABOVEFEDERALBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_NUMBERINCOLLEGE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_PENSIONROLLOVER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_PHONENUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_RECEIVEDEITC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_RECEIVEDFEDERALHOUSINGASSISTANCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_RECEIVEDFREEREDUCEDPRICELUNCH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_RECEIVEDMEDICAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_RECEIVEDREFUNDABLECREDITFOR36BHEALTHPLAN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_RECEIVEDSNAP","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_RECEIVEDSUPPLEMENTALSECURITYINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_RECEIVEDTANF","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_RECEIVEDWIC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_SCHEDULECAMOUNT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_SIGNATURE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_SIGNATUREDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_SOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_STATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_STATEOFLEGALRESIDENCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_STREETADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_SUFFIX","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_TAXEXEMPTINTERESTINCOME","isir/discrepancy/2025/2425DiscrepEvalUpdate/2425DiscrepEvalUpdate.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_TAXRETURNFILINGSTATUS","isir/discrepancy/2025/2425DiscrepEvalUpdate/2425DiscrepEvalUpdate.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_TOTALOFCASHSAVINGSANDCHECKINGACCOUNTS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_UNTAXEDPORTIONSOFIRADISTRIBUTIONS","isir/discrepancy/2025/2425DiscrepEvalUpdate/2425DiscrepEvalUpdate.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_UNTAXEDPORTIONSOFPENSIONS","isir/discrepancy/2025/2425DiscrepEvalUpdate/2425DiscrepEvalUpdate.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_UPDATEDFAMILYSIZE","isir/discrepancy/2025/PARENTUPDATEDFAMILYSIZE/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PARENT_ZIPCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_AFFILIATION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_CITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_EIN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_FIRSTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_LASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_SIGNATURE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_SIGNATUREDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_SOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_STATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_STREETADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PREPARER_ZIPCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE1","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE10","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE11","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE12","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE13","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE14","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE15","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE16","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE17","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE18","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE19","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE2","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE20","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE4","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE5","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE6","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE7","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE8","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_COMMENTCODE9","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_DHSCASENUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_DHSPRIMARYMATCHSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_DHSSECONDARYMATCHSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_DRUGABUSEHOLDINDICATOR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_ELECTRONICFEDERALSCHOOLCODEINDICATOR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_ELECTRONICTRANSACTIONINDICATORETIFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_FPSCCHANGEFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_FPSCFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_GRADUATEFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_HIGHSCHOOLCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_NSLDSMATCHSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_NSLDSPOSTSCREENINGREASONCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_PARENTSPOUSESSAMATCHSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_PARENTSSAMATCHSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_PELLGRANTELIGIBILITYFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE1","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE10","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE11","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE12","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE13","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE14","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE15","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE16","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE17","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE18","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE19","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE2","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE20","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE21","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE22","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE23","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE24","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE25","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE26","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE27","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE28","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE29","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE30","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE31","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE32","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE33","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE34","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE35","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE36","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE37","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE38","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE39","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE4","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE40","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE41","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE42","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"PROCESSING_REJECTREASONCODE43","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
