"Code_Number","Aid_Year","ISIR_Field_Name"
"062","2024-2025","PARENT_CITY"
"062","2024-2025","PARENT_COUNTRY"
"062","2024-2025","PARENT_DATEOFBIRTH"
"062","2024-2025","PARENT_LASTNAME"
"062","2024-2025","PARENT_LEGALRESIDENCEDATE"
"062","2024-2025","PARENT_NUMBERINCOLLEGE"
"062","2024-2025","PARENT_SOCIALSECURITYNUMBER"
"062","2024-2025","PARENT_STATE"
"062","2024-2025","PARENT_STATEOFLEGALRESIDENCE"
"062","2024-2025","PARENT_STREETADDRESS"
"062","2024-2025","PARENT_ZIPCODE"
"063","2024-2025","PARENT_NONEOFTHEABOVEFEDERALBENEFITS"
"063","2024-2025","PARENT_NUMBERINCOLLEGE"
"063","2024-2025","PARENT_RECEIVEDEITC"
"063","2024-2025","PARENT_RECEIVEDFEDERALHOUSINGASSISTANCE"
"063","2024-2025","PARENT_RECEIVEDFREEREDUCEDPRICELUNCH"
"063","2024-2025","PARENT_RECEIVEDMEDICAID"
"063","2024-2025","PARENT_RECEIVEDREFUNDABLECREDITFOR36BHEALTHPLAN"
"063","2024-2025","PARENT_RECEIVEDSNAP"
"063","2024-2025","PARENT_RECEIVEDSUPPLEMENTALSECURITYINCOME"
"063","2024-2025","PARENT_RECEIVEDTANF"
"063","2024-2025","PARENT_RECEIVEDWIC"
"064","2024-2025","PARENT_ADJUSTEDGROSSINCOME"
"064","2024-2025","PARENT_DEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER"
"064","2024-2025","PARENT_FILEDNONUSTAXRETURN"
"064","2024-2025","PARENT_INCOMEEARNEDFROMWORK"
"064","2024-2025","PARENT_INCOMETAXPAID"
"064","2024-2025","PARENT_PENSIONROLLOVER"
"064","2024-2025","PARENT_TAXEXEMPTINTERESTINCOME"
"064","2024-2025","PARENT_UNTAXEDPORTIONSOFIRADISTRIBUTIONS"
"064","2024-2025","PARENT_UNTAXEDPORTIONSOFPENSIONS"
"065","2024-2025","PARENT_ADJUSTEDGROSSINCOME"
"065","2024-2025","PARENT_DEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER"
"065","2024-2025","PARENT_FILEDNONUSTAXRETURN"
"065","2024-2025","PARENT_INCOMEEARNEDFROMWORK"
"065","2024-2025","PARENT_INCOMETAXPAID"
"065","2024-2025","PARENT_PENSIONROLLOVER"
"065","2024-2025","PARENT_TAXEXEMPTINTERESTINCOME"
"065","2024-2025","PARENT_UNTAXEDPORTIONSOFIRADISTRIBUTIONS"
"065","2024-2025","PARENT_UNTAXEDPORTIONSOFPENSIONS"
"066","2024-2025","PARENT_ADJUSTEDGROSSINCOME"
"066","2024-2025","PARENT_INCOMETAXPAID"
"067","2024-2025","PARENT_ADJUSTEDGROSSINCOME"
"067","2024-2025","PARENT_INCOMETAXPAID"
"069","2024-2025","PARENT_CHILDSUPPORTRECEIVED"
"069","2024-2025","PARENT_NETWORTHOFBUSINESSESINVESTMENTFARMS"
"069","2024-2025","PARENT_NETWORTHOFCURRENTINVESTMENTS"
"069","2024-2025","PARENT_TOTALOFCASHSAVINGSANDCHECKINGACCOUNTS"
"071","2024-2025","PARENT_FILED1040OR1040NR"
"072","2024-2025","PARENTSPOUSE_FILED1040OR1040NR"
"072","2024-2025","PARENT_FILEDJOINTRETURNWITHCURRENTSPOUSE"
"073","2024-2025","PARENT_FILED1040OR1040NR"
"073","2024-2025","PARENT_FILEDNONUSTAXRETURN"
"074","2024-2025","PARENT_EARNEDINCOMETAXCREDITRECEIVEDDURINGTAXYEAR"
"074","2024-2025","PARENT_FILED1040OR1040NR"
"074","2024-2025","PARENT_MARITALSTATUS"
"075","2024-2025","PARENT_FOREIGNEARNEDINCOMEEXCLUSION"
"076","2024-2025","PARENT_FOREIGNEARNEDINCOMEEXCLUSION"
"076","2024-2025","TXID_MAXPELLINDICATOR"
"077","2024-2025","PARENT_IRAROLLOVER"
"078","2024-2025","PARENTFTIM_UNTAXEDIRADISTRIBUTIONS_FTI"
"078","2024-2025","PARENT_IRAROLLOVER"
"079","2024-2025","PARENTFTIM_UNTAXEDIRADISTRIBUTIONS_FTI"
"079","2024-2025","PARENT_IRAROLLOVER"
"080","2024-2025","STUDENT_CONSENTTORETRIEVEANDDISCLOSEFTI"
"081","2024-2025","PARENT_SIGNATURE"
"082","2024-2025","PARENT_SIGNATURE"
"083","2024-2025","PARENTSPOUSE_DATEOFBIRTH"
"083","2024-2025","PARENT_TAXRETURNFILINGSTATUS"
"084","2024-2025","PROCESSING_PARENTSSAMATCHSTATUS"
"085","2024-2025","PROCESSING_PARENTSPOUSESSAMATCHSTATUS"
"086","2024-2025","PROCESSING_PARENTSPOUSESSAMATCHSTATUS"
"087","2024-2025","PROCESSING_PARENTSPOUSESSAMATCHSTATUS"
"088","2024-2025","PARENTSPOUSE_CITY"
"088","2024-2025","PARENTSPOUSE_COUNTRY"
"088","2024-2025","PARENTSPOUSE_DATEOFBIRTH"
"088","2024-2025","PARENTSPOUSE_EMAILADDRESS"
"088","2024-2025","PARENTSPOUSE_ITIN"
"088","2024-2025","PARENTSPOUSE_LASTNAME"
"088","2024-2025","PARENTSPOUSE_PHONENUMBER"
"088","2024-2025","PARENTSPOUSE_SOCIALSECURITYNUMBER"
"088","2024-2025","PARENTSPOUSE_STATE"
"088","2024-2025","PARENTSPOUSE_STREETADDRESS"
"088","2024-2025","PARENTSPOUSE_ZIPCODE"
"089","2024-2025","PARENTSPOUSE_ADJUSTEDGROSSINCOME"
"089","2024-2025","PARENTSPOUSE_DEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER"
"089","2024-2025","PARENTSPOUSE_FILED1040OR1040NR"
"089","2024-2025","PARENTSPOUSE_INCOMEEARNEDFROMWORK"
"089","2024-2025","PARENTSPOUSE_INCOMETAXPAID"
"089","2024-2025","PARENTSPOUSE_IRAROLLOVER"
"089","2024-2025","PARENTSPOUSE_PENSIONROLLOVER"
"089","2024-2025","PARENTSPOUSE_TAXEXEMPTINTERESTINCOME"
"089","2024-2025","PARENTSPOUSE_TAXRETURNFILINGSTATUS"
"089","2024-2025","PARENTSPOUSE_UNTAXEDPORTIONSOFIRADISTRIBUTIONS"
"089","2024-2025","PARENTSPOUSE_UNTAXEDPORTIONSOFPENSIONS"
"090","2024-2025","PARENTSPOUSE_ADJUSTEDGROSSINCOME"
"090","2024-2025","PARENTSPOUSE_DEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER"
"090","2024-2025","PARENTSPOUSE_FILED1040OR1040NR"
"090","2024-2025","PARENTSPOUSE_INCOMEEARNEDFROMWORK"
"090","2024-2025","PARENTSPOUSE_INCOMETAXPAID"
"090","2024-2025","PARENTSPOUSE_IRAROLLOVER"
"090","2024-2025","PARENTSPOUSE_PENSIONROLLOVER"
"090","2024-2025","PARENTSPOUSE_TAXEXEMPTINTERESTINCOME"
"090","2024-2025","PARENTSPOUSE_TAXRETURNFILINGSTATUS"
"090","2024-2025","PARENTSPOUSE_UNTAXEDPORTIONSOFIRADISTRIBUTIONS"
"090","2024-2025","PARENTSPOUSE_UNTAXEDPORTIONSOFPENSIONS"
"091","2024-2025","PARENTSPOUSE_INCOMETAXPAID"
"092","2024-2025","PARENTSPOUSE_ADJUSTEDGROSSINCOME"
"093","2024-2025","PARENTSPOUSE_FILED1040OR1040NR"
"094","2024-2025","PARENTSPOUSE_FILED1040OR1040NR"
"095","2024-2025","PARENTSPOUSE_FOREIGNEARNEDINCOMEEXCLUSION"
"096","2024-2025","PARENTSPOUSE_FOREIGNEARNEDINCOMEEXCLUSION"
"096","2024-2025","TXID_MAXPELLINDICATOR"
"097","2024-2025","PARENTSPOUSE_IRAROLLOVER"
"097","2024-2025","PARENTSPOUSE_PENSIONROLLOVER"
"098","2024-2025","PARENTSPOUSE_IRAROLLOVER"
"098","2024-2025","PARENTSPOUSE_UNTAXEDPORTIONSOFIRADISTRIBUTIONS"
"099","2024-2025","PARENTSPOUSE_PENSIONROLLOVER"
"099","2024-2025","PARENTSPOUSE_UNTAXEDPORTIONSOFPENSIONS"
"100","2024-2025","PARENTSPOUSE_CONSENTTORETRIEVEANDDISCLOSEFTI"
"101","2024-2025","FPS_PARENTSPOUSESIGNATURESOURCE"
"101","2024-2025","PARENTSPOUSE_SIGNATURE"
"102","2024-2025","FPS_PARENTSPOUSESIGNATURESOURCE"
"102","2024-2025","PARENTSPOUSE_SIGNATURE"
"103","2024-2025","STUDENT_MARITALSTATUS"
"103","2024-2025","STUDENT_UPDATEDFAMILYSIZE"
"104","2024-2025","STUDENT_MARITALSTATUS"
"104","2024-2025","STUDENT_UPDATEDFAMILYSIZE"
"105","2024-2025","FPS_PROFESSIONALJUDGMENT"
"105","2024-2025","STUDENT_TAXRETURNFILINGSTATUS"
"105","2024-2025","STUDENT_UPDATEDFAMILYSIZE"
"105","2024-2025","STUDENT_UPDATEDFAMILYSIZE"
"107","2024-2025","SPOUSE_TAXRETURNFILINGSTATUS"
"107","2024-2025","STUDENT_MARITALSTATUS"
"107","2024-2025","STUDENT_TAXRETURNFILINGSTATUS"
"107","2024-2025","STUDENT_UPDATEDFAMILYSIZE"
"108","2024-2025","STUDENT_NUMBERINCOLLEGE"
"109","2024-2025","STUDENT_CHILDSUPPORTRECEIVED"
"109","2024-2025","STUDENT_NETWORTHOFBUSINESSESINVESTMENTFARMS"
"109","2024-2025","STUDENT_NETWORTHOFCURRENTINVESTMENTS"
"109","2024-2025","STUDENT_TOTALOFCASHSAVINGSANDCHECKINGACCOUNTS"
"110","2024-2025","STUDENT_FILED1040OR1040NR"
"110","2024-2025","STUDENT_FILEDSCHEDULEABDEFORH"
"110","2024-2025","STUDENT_SCHEDULECAMOUNT"
"112","2024-2025","STUDENT_EARNEDINCOMETAXCREDITRECEIVEDDURINGTAXYEAR"
"112","2024-2025","STUDENT_FILED1040OR1040NR"
"112","2024-2025","STUDENT_MARITALSTATUS"
"114","2024-2025","SPOUSE_DATEOFBIRTH"
"114","2024-2025","STUDENT_TAXRETURNFILINGSTATUS"
"115","2024-2025","PROCESSING_STUDENTSPOUSESSAMATCHSTATUS"
"116","2024-2025","PROCESSING_STUDENTSPOUSESSAMATCHSTATUS"
"117","2024-2025","PROCESSING_STUDENTSPOUSESSAMATCHSTATUS"
"118","2024-2025","PROCESSING_STUDENTSPOUSESSAMATCHSTATUS"
"119","2024-2025","SPOUSE_CITY"
"119","2024-2025","SPOUSE_COUNTRY"
"119","2024-2025","SPOUSE_DATEOFBIRTH"
"119","2024-2025","SPOUSE_LASTNAME"
"119","2024-2025","SPOUSE_SOCIALSECURITYNUMBER"
"119","2024-2025","SPOUSE_STATE"
"119","2024-2025","SPOUSE_STREETADDRESS"
"119","2024-2025","SPOUSE_ZIPCODE"
"120","2024-2025","SPOUSE_ADJUSTEDGROSSINCOME"
"120","2024-2025","SPOUSE_DEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER"
"120","2024-2025","SPOUSE_FILED1040OR1040NR"
"120","2024-2025","SPOUSE_INCOMEEARNEDFROMWORK"
"120","2024-2025","SPOUSE_INCOMETAXPAID"
"120","2024-2025","SPOUSE_TAXEXEMPTINTERESTINCOME"
"120","2024-2025","SPOUSE_TAXRETURNFILINGSTATUS"
"120","2024-2025","SPOUSE_UNTAXEDPORTIONSOFIRADISTRIBUTIONS"
"121","2024-2025","SPOUSE_ADJUSTEDGROSSINCOME"
"121","2024-2025","SPOUSE_DEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER"
"121","2024-2025","SPOUSE_EDUCATIONCREDITS"
"121","2024-2025","SPOUSE_FILED1040OR1040NR"
"121","2024-2025","SPOUSE_FILEDSCHEDULEABDEFORH"
"121","2024-2025","SPOUSE_INCOMEEARNEDFROMWORK"
"121","2024-2025","SPOUSE_INCOMETAXPAID"
"121","2024-2025","SPOUSE_SCHEDULECAMOUNT"
"121","2024-2025","SPOUSE_TAXEXEMPTINTERESTINCOME"
"121","2024-2025","SPOUSE_TAXRETURNFILINGSTATUS"
"121","2024-2025","SPOUSE_UNTAXEDPORTIONSOFIRADISTRIBUTIONS"
"122","2024-2025","SPOUSE_ADJUSTEDGROSSINCOME"
"122","2024-2025","SPOUSE_INCOMETAXPAID"
"123","2024-2025","SPOUSE_ADJUSTEDGROSSINCOME"
"123","2024-2025","SPOUSE_INCOMETAXPAID"
"124","2024-2025","SPOUSE_FILED1040OR1040NR"
"125","2024-2025","SPOUSE_FILED1040OR1040NR"
"125","2024-2025","SPOUSE_FILEDNONUSTAXRETURN"
"126","2024-2025","SPOUSE_FILED1040OR1040NR"
"126","2024-2025","SPOUSE_FOREIGNEARNEDINCOMEEXCLUSION"
"127","2024-2025","SPOUSE_FOREIGNEARNEDINCOMEEXCLUSION"
"127","2024-2025","TXID_MAXPELLINDICATOR"
"128","2024-2025","SPOUSE_IRAROLLOVER"
"128","2024-2025","SPOUSE_PENSIONROLLOVER"
"129","2024-2025","SPOUSE_IRAROLLOVER"
"129","2024-2025","SPOUSE_UNTAXEDPORTIONSOFPENSIONS"
"130","2024-2025","SPOUSE_PENSIONROLLOVER"
"130","2024-2025","SPOUSE_UNTAXEDPORTIONSOFPENSIONS"
"131","2024-2025","SPOUSE_CONSENTTORETRIEVEANDDISCLOSEFTI"
"132","2024-2025","SPOUSE_SIGNATURE"
"133","2024-2025","SPOUSE_SIGNATURE"
"141","2024-2025","PROCESSING_STUDENTSSAMATCHSTATUS"
"155","2024-2025","PROCESSING_DHSPRIMARYMATCHSTATUS"
"158","2024-2025","PROCESSING_VAMATCHFLAG"
"158","2024-2025","STUDENT_ACTIVEDUTY"
"158","2024-2025","STUDENT_CHILDOROTHERDEPENDENTS"
"158","2024-2025","STUDENT_DATEOFBIRTH"
"158","2024-2025","STUDENT_EMANCIPATEDMINOR"
"158","2024-2025","STUDENT_GRADELEVELINCOLLEGE"
"158","2024-2025","STUDENT_INFOSTERCARE"
"158","2024-2025","STUDENT_LEGALGUARDIANSHIP"
"158","2024-2025","STUDENT_MARITALSTATUS"
"158","2024-2025","STUDENT_PARENTSDECEASED"
"158","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSFAA"
"158","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSGENERAL"
"158","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSHS"
"158","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSTRIO"
"158","2024-2025","STUDENT_UNACCOMPANIEDHOMELESSYOUTH"
"159","2024-2025","PROCESSING_VAMATCHFLAG"
"159","2024-2025","STUDENT_ACTIVEDUTY"
"159","2024-2025","STUDENT_CHILDOROTHERDEPENDENTS"
"159","2024-2025","STUDENT_DATEOFBIRTH"
"159","2024-2025","STUDENT_EMANCIPATEDMINOR"
"159","2024-2025","STUDENT_GRADELEVELINCOLLEGE"
"159","2024-2025","STUDENT_INFOSTERCARE"
"159","2024-2025","STUDENT_LEGALGUARDIANSHIP"
"159","2024-2025","STUDENT_MARITALSTATUS"
"159","2024-2025","STUDENT_PARENTSDECEASED"
"159","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSFAA"
"159","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSGENERAL"
"159","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSHS"
"159","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSTRIO"
"159","2024-2025","STUDENT_UNACCOMPANIEDHOMELESSYOUTH"
"160","2024-2025","PROCESSING_VAMATCHFLAG"
"160","2024-2025","STUDENT_ACTIVEDUTY"
"160","2024-2025","STUDENT_CHILDOROTHERDEPENDENTS"
"160","2024-2025","STUDENT_DATEOFBIRTH"
"160","2024-2025","STUDENT_EMANCIPATEDMINOR"
"160","2024-2025","STUDENT_GRADELEVELINCOLLEGE"
"160","2024-2025","STUDENT_INFOSTERCARE"
"160","2024-2025","STUDENT_LEGALGUARDIANSHIP"
"160","2024-2025","STUDENT_MARITALSTATUS"
"160","2024-2025","STUDENT_PARENTSDECEASED"
"160","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSFAA"
"160","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSGENERAL"
"160","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSHS"
"160","2024-2025","STUDENT_UNACCOMPANIEDANDHOMELESSTRIO"
"160","2024-2025","STUDENT_UNACCOMPANIEDHOMELESSYOUTH"
"162","2024-2025","FPS_NSLDSDATABASERESULTSFLAG"
"163","2024-2025","PROCESSING_NSLDSMATCHSTATUS"
"164","2024-2025","PROCESSING_NSLDSMATCHSTATUS"
"165","2024-2025","PROCESSING_NSLDSMATCHSTATUS"
"166","2024-2025","NSLDS_LOANCONTACTTYPE1"
"166","2024-2025","NSLDS_LOANCONTACTTYPE2"
"166","2024-2025","NSLDS_LOANCONTACTTYPE3"
"166","2024-2025","NSLDS_LOANCONTACTTYPE4"
"166","2024-2025","NSLDS_LOANCONTACTTYPE5"
"166","2024-2025","NSLDS_LOANCONTACTTYPE6"
"166","2024-2025","NSLDS_LOANTYPECODE1"
"166","2024-2025","NSLDS_LOANTYPECODE2"
"166","2024-2025","NSLDS_LOANTYPECODE3"
"166","2024-2025","NSLDS_LOANTYPECODE4"
"166","2024-2025","NSLDS_LOANTYPECODE5"
"166","2024-2025","NSLDS_LOANTYPECODE6"
"167","2024-2025","NSLDS_LOANCONTACTTYPE1"
"167","2024-2025","NSLDS_LOANCONTACTTYPE2"
"167","2024-2025","NSLDS_LOANCONTACTTYPE3"
"167","2024-2025","NSLDS_LOANCONTACTTYPE4"
"167","2024-2025","NSLDS_LOANCONTACTTYPE5"
"167","2024-2025","NSLDS_LOANCONTACTTYPE6"
"167","2024-2025","NSLDS_LOANTYPECODE1"
"167","2024-2025","NSLDS_LOANTYPECODE2"
"167","2024-2025","NSLDS_LOANTYPECODE3"
"167","2024-2025","NSLDS_LOANTYPECODE4"
"167","2024-2025","NSLDS_LOANTYPECODE5"
"167","2024-2025","NSLDS_LOANTYPECODE6"
"168","2024-2025","NSLDS_LOANCONTACTTYPE1"
"168","2024-2025","NSLDS_LOANCONTACTTYPE2"
"168","2024-2025","NSLDS_LOANCONTACTTYPE3"
"168","2024-2025","NSLDS_LOANCONTACTTYPE4"
"168","2024-2025","NSLDS_LOANCONTACTTYPE5"
"168","2024-2025","NSLDS_LOANCONTACTTYPE6"
"168","2024-2025","NSLDS_LOANTYPECODE1"
"168","2024-2025","NSLDS_LOANTYPECODE2"
"168","2024-2025","NSLDS_LOANTYPECODE3"
"168","2024-2025","NSLDS_LOANTYPECODE4"
"168","2024-2025","NSLDS_LOANTYPECODE5"
"168","2024-2025","NSLDS_LOANTYPECODE6"
"169","2024-2025","NSLDS_LOANCONTACTTYPE1"
"169","2024-2025","NSLDS_LOANCONTACTTYPE2"
"169","2024-2025","NSLDS_LOANCONTACTTYPE3"
"169","2024-2025","NSLDS_LOANCONTACTTYPE4"
"169","2024-2025","NSLDS_LOANCONTACTTYPE5"
"169","2024-2025","NSLDS_LOANCONTACTTYPE6"
"169","2024-2025","NSLDS_LOANTYPECODE1"
"169","2024-2025","NSLDS_LOANTYPECODE2"
"169","2024-2025","NSLDS_LOANTYPECODE3"
"169","2024-2025","NSLDS_LOANTYPECODE4"
"169","2024-2025","NSLDS_LOANTYPECODE5"
"169","2024-2025","NSLDS_LOANTYPECODE6"
"170","2024-2025","NSLDS_LOANCONTACTTYPE1"
"170","2024-2025","NSLDS_LOANCONTACTTYPE2"
"170","2024-2025","NSLDS_LOANCONTACTTYPE3"
"170","2024-2025","NSLDS_LOANCONTACTTYPE4"
"170","2024-2025","NSLDS_LOANCONTACTTYPE5"
"170","2024-2025","NSLDS_LOANCONTACTTYPE6"
"170","2024-2025","NSLDS_LOANTYPECODE1"
"170","2024-2025","NSLDS_LOANTYPECODE2"
"170","2024-2025","NSLDS_LOANTYPECODE3"
"170","2024-2025","NSLDS_LOANTYPECODE4"
"170","2024-2025","NSLDS_LOANTYPECODE5"
"170","2024-2025","NSLDS_LOANTYPECODE6"
"171","2024-2025","NSLDS_LOANCONTACTTYPE1"
"171","2024-2025","NSLDS_LOANCONTACTTYPE2"
"171","2024-2025","NSLDS_LOANCONTACTTYPE3"
"171","2024-2025","NSLDS_LOANCONTACTTYPE4"
"171","2024-2025","NSLDS_LOANCONTACTTYPE5"
"171","2024-2025","NSLDS_LOANCONTACTTYPE6"
"171","2024-2025","NSLDS_LOANTYPECODE1"
"171","2024-2025","NSLDS_LOANTYPECODE2"
"171","2024-2025","NSLDS_LOANTYPECODE3"
"171","2024-2025","NSLDS_LOANTYPECODE4"
"171","2024-2025","NSLDS_LOANTYPECODE5"
"171","2024-2025","NSLDS_LOANTYPECODE6"
"172","2024-2025","NSLDS_LOANCONTACTTYPE1"
"172","2024-2025","NSLDS_LOANCONTACTTYPE2"
"172","2024-2025","NSLDS_LOANCONTACTTYPE3"
"172","2024-2025","NSLDS_LOANCONTACTTYPE4"
"172","2024-2025","NSLDS_LOANCONTACTTYPE5"
"172","2024-2025","NSLDS_LOANCONTACTTYPE6"
"172","2024-2025","NSLDS_LOANTYPECODE1"
"172","2024-2025","NSLDS_LOANTYPECODE2"
"172","2024-2025","NSLDS_LOANTYPECODE3"
"172","2024-2025","NSLDS_LOANTYPECODE4"
"172","2024-2025","NSLDS_LOANTYPECODE5"
"172","2024-2025","NSLDS_LOANTYPECODE6"
"173","2024-2025","NSLDS_LOANCONTACTTYPE1"
"173","2024-2025","NSLDS_LOANCONTACTTYPE2"
"173","2024-2025","NSLDS_LOANCONTACTTYPE3"
"173","2024-2025","NSLDS_LOANCONTACTTYPE4"
"173","2024-2025","NSLDS_LOANCONTACTTYPE5"
"173","2024-2025","NSLDS_LOANCONTACTTYPE6"
"173","2024-2025","NSLDS_LOANTYPECODE1"
"173","2024-2025","NSLDS_LOANTYPECODE2"
"173","2024-2025","NSLDS_LOANTYPECODE3"
"173","2024-2025","NSLDS_LOANTYPECODE4"
"173","2024-2025","NSLDS_LOANTYPECODE5"
"173","2024-2025","NSLDS_LOANTYPECODE6"
"174","2024-2025","NSLDS_LOANCONTACTTYPE1"
"174","2024-2025","NSLDS_LOANCONTACTTYPE2"
"174","2024-2025","NSLDS_LOANCONTACTTYPE3"
"174","2024-2025","NSLDS_LOANCONTACTTYPE4"
"174","2024-2025","NSLDS_LOANCONTACTTYPE5"
"174","2024-2025","NSLDS_LOANCONTACTTYPE6"
"174","2024-2025","NSLDS_LOANTYPECODE1"
"174","2024-2025","NSLDS_LOANTYPECODE2"
"174","2024-2025","NSLDS_LOANTYPECODE3"
"174","2024-2025","NSLDS_LOANTYPECODE4"
"174","2024-2025","NSLDS_LOANTYPECODE5"
"174","2024-2025","NSLDS_LOANTYPECODE6"
"176","2024-2025","NSLDS_LOANCONTACTTYPE1"
"176","2024-2025","NSLDS_LOANCONTACTTYPE2"
"176","2024-2025","NSLDS_LOANCONTACTTYPE3"
"176","2024-2025","NSLDS_LOANCONTACTTYPE4"
"176","2024-2025","NSLDS_LOANCONTACTTYPE5"
"176","2024-2025","NSLDS_LOANCONTACTTYPE6"
"176","2024-2025","NSLDS_LOANTYPECODE1"
"176","2024-2025","NSLDS_LOANTYPECODE2"
"176","2024-2025","NSLDS_LOANTYPECODE3"
"176","2024-2025","NSLDS_LOANTYPECODE4"
"176","2024-2025","NSLDS_LOANTYPECODE5"
"176","2024-2025","NSLDS_LOANTYPECODE6"
"177","2024-2025","NSLDS_LOANCONTACTTYPE1"
"177","2024-2025","NSLDS_LOANCONTACTTYPE2"
"177","2024-2025","NSLDS_LOANCONTACTTYPE3"
"177","2024-2025","NSLDS_LOANCONTACTTYPE4"
"177","2024-2025","NSLDS_LOANCONTACTTYPE5"
"177","2024-2025","NSLDS_LOANCONTACTTYPE6"
"177","2024-2025","NSLDS_LOANTYPECODE1"
"177","2024-2025","NSLDS_LOANTYPECODE2"
"177","2024-2025","NSLDS_LOANTYPECODE3"
"177","2024-2025","NSLDS_LOANTYPECODE4"
"177","2024-2025","NSLDS_LOANTYPECODE5"
"177","2024-2025","NSLDS_LOANTYPECODE6"
"178","2024-2025","NSLDS_LOANCONTACTTYPE1"
"178","2024-2025","NSLDS_LOANCONTACTTYPE2"
"178","2024-2025","NSLDS_LOANCONTACTTYPE3"
"178","2024-2025","NSLDS_LOANCONTACTTYPE4"
"178","2024-2025","NSLDS_LOANCONTACTTYPE5"
"178","2024-2025","NSLDS_LOANCONTACTTYPE6"
"178","2024-2025","NSLDS_LOANTYPECODE1"
"178","2024-2025","NSLDS_LOANTYPECODE2"
"178","2024-2025","NSLDS_LOANTYPECODE3"
"178","2024-2025","NSLDS_LOANTYPECODE4"
"178","2024-2025","NSLDS_LOANTYPECODE5"
"178","2024-2025","NSLDS_LOANTYPECODE6"
"179","2024-2025","NSLDS_LOANCONTACTTYPE1"
"179","2024-2025","NSLDS_LOANCONTACTTYPE2"
"179","2024-2025","NSLDS_LOANCONTACTTYPE3"
"179","2024-2025","NSLDS_LOANCONTACTTYPE4"
"179","2024-2025","NSLDS_LOANCONTACTTYPE5"
"179","2024-2025","NSLDS_LOANCONTACTTYPE6"
"179","2024-2025","NSLDS_LOANTYPECODE1"
"179","2024-2025","NSLDS_LOANTYPECODE2"
"179","2024-2025","NSLDS_LOANTYPECODE3"
"179","2024-2025","NSLDS_LOANTYPECODE4"
"179","2024-2025","NSLDS_LOANTYPECODE5"
"179","2024-2025","NSLDS_LOANTYPECODE6"
"181","2024-2025","NSLDS_LOANCONTACTTYPE1"
"181","2024-2025","NSLDS_LOANCONTACTTYPE2"
"181","2024-2025","NSLDS_LOANCONTACTTYPE3"
"181","2024-2025","NSLDS_LOANCONTACTTYPE4"
"181","2024-2025","NSLDS_LOANCONTACTTYPE5"
"181","2024-2025","NSLDS_LOANCONTACTTYPE6"
"181","2024-2025","NSLDS_LOANTYPECODE1"
"181","2024-2025","NSLDS_LOANTYPECODE2"
"181","2024-2025","NSLDS_LOANTYPECODE3"
"181","2024-2025","NSLDS_LOANTYPECODE4"
"181","2024-2025","NSLDS_LOANTYPECODE5"
"181","2024-2025","NSLDS_LOANTYPECODE6"
"183","2024-2025","NSLDS_LOANCONTACTTYPE1"
"183","2024-2025","NSLDS_LOANCONTACTTYPE2"
"183","2024-2025","NSLDS_LOANCONTACTTYPE3"
"183","2024-2025","NSLDS_LOANCONTACTTYPE4"
"183","2024-2025","NSLDS_LOANCONTACTTYPE5"
"183","2024-2025","NSLDS_LOANCONTACTTYPE6"
"183","2024-2025","NSLDS_LOANTYPECODE1"
"183","2024-2025","NSLDS_LOANTYPECODE2"
"183","2024-2025","NSLDS_LOANTYPECODE3"
"183","2024-2025","NSLDS_LOANTYPECODE4"
"183","2024-2025","NSLDS_LOANTYPECODE5"
"183","2024-2025","NSLDS_LOANTYPECODE6"
"184","2024-2025","NSLDS_LOANCONTACTTYPE1"
"184","2024-2025","NSLDS_LOANCONTACTTYPE2"
"184","2024-2025","NSLDS_LOANCONTACTTYPE3"
"184","2024-2025","NSLDS_LOANCONTACTTYPE4"
"184","2024-2025","NSLDS_LOANCONTACTTYPE5"
"184","2024-2025","NSLDS_LOANCONTACTTYPE6"
"184","2024-2025","NSLDS_LOANTYPECODE1"
"184","2024-2025","NSLDS_LOANTYPECODE2"
"184","2024-2025","NSLDS_LOANTYPECODE3"
"184","2024-2025","NSLDS_LOANTYPECODE4"
"184","2024-2025","NSLDS_LOANTYPECODE5"
"184","2024-2025","NSLDS_LOANTYPECODE6"
"185","2024-2025","NSLDS_LOANCONTACTTYPE1"
"185","2024-2025","NSLDS_LOANCONTACTTYPE2"
"185","2024-2025","NSLDS_LOANCONTACTTYPE3"
"185","2024-2025","NSLDS_LOANCONTACTTYPE4"
"185","2024-2025","NSLDS_LOANCONTACTTYPE5"
