"Document_Code","Aid_Year","Attribute_Code","Attribute_Name","Display_Order","Data_Type","Enum_Mapping","Additional_Resolution_Action","Is_Required","Subtype","Field_Start_Date","Field_End_Date","Prev_Document_Code","Prev_Attribute_Code"
"VW-Ind","2022-2023","AC1057","College/University Name - 4","19","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1028","Household Member Name - 5","20","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1038","Household Member Age - 5","21","INTEGER","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1048","Household Member Relationship(s) to student - 5","22","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1058","College/University Name - 5","23","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1029","Household Member Name - 6","24","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1039","Household Member Age - 6","25","INTEGER","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1049","Household Member Relationship(s) to student - 6","26","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1059","College/University Name - 6","27","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1030","Household Member Name - 7","28","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1040","Household Member Age - 7","29","INTEGER","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1050","Household Member Relationship(s) to student - 7","30","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1060","College/University Name - 7","31","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1031","Household Member Name - 8","32","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1041","Household Member Age - 8","33","INTEGER","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1051","Household Member Relationship(s) to student - 8","34","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1061","College/University Name - 8","35","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1032","Household Member Name - 9","36","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1042","Household Member Age - 9","37","INTEGER","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1052","Household Member Relationship(s) to student - 9","38","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1062","College/University Name - 9","39","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1033","Household Member Name - 10","40","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1043","Household Member Age - 10","41","INTEGER","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1053","Household Member Relationship(s) to student - 10","42","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1063","College/University Name - 10","43","STRING","","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1077","Response to whether student successfully used IRS DRT tool to transfer tax information from the tax filer section","44","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1078","Response to whether student plans to use the IRS DRT tool to transfer tax information from the tax filer section","45","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1079","Response to whether the IRS DRT tool was not available to transfer tax information from the tax filer section","46","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1080","Response to whether the student had an ""other"" tax scenario (i.e. amended tax return, granted a filing extension, victim of identity theft or filed a non-IRS tax return) from the tax filer section","47","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1081","Response if the student is not required and will not file a tax return for this aid year from the tax filer section","48","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1082","Response if the student was not employed and had no income in the aid year from the non tax filer section","49","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1083","Response if the student was employed and had income in the aid year from the non tax filer section","50","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Ind","2022-2023","AC1007","Signature Date","51","DATE","","return true;","true","","","","",""
"VW-Ind","2022-2023","AC1094","Signature Last Name","52","STRING","","docmetadata/AcceptanceCriteria/VW-Ind/2018/AC1094.groovy","true","","","","",""
"W2","2022-2023","AC1008","Social Security Number","1","STRING","","return true;","true","","","","",""
"W2","2022-2023","AC1009","EIN","2","STRING","","return true;","true","Y","","","",""
"W2","2022-2023","AC1010","Box 1 Amount","3","DOUBLE","","docmetadata/AcceptanceCriteria/W2/2023/AC1010.groovy","true","","","","",""
"W2","2022-2023","AC1011","Box 2 Amount","4","DOUBLE","","return true;","true","","","","",""
"W2","2022-2023","AC1085","Box 12a Code","5","ENUMERATION","A,B,C,D,E,F,G,H,J,K,L,M,N,P,Q,R,S,T,V,W,Y,Z,AA,BB,DD,EE,FF","return true;","false","","","","",""
"W2","2022-2023","AC1089","Box 12a Amount","6","DOUBLE","","return true;","false","","","","",""
"W2","2022-2023","AC1086","Box 12b Code","7","ENUMERATION","A,B,C,D,E,F,G,H,J,K,L,M,N,P,Q,R,S,T,V,W,Y,Z,AA,BB,DD,EE,FF","return true;","false","","","","",""
"W2","2022-2023","AC1090","Box 12b Amount","8","DOUBLE","","return true;","false","","","","",""
"W2","2022-2023","AC1087","Box 12c Code","9","ENUMERATION","A,B,C,D,E,F,G,H,J,K,L,M,N,P,Q,R,S,T,V,W,Y,Z,AA,BB,DD,EE,FF","return true;","false","","","","",""
"W2","2022-2023","AC1091","Box 12c Amount","10","DOUBLE","","return true;","false","","","","",""
"W2","2022-2023","AC1088","Box 12d Code","11","ENUMERATION","A,B,C,D,E,F,G,H,J,K,L,M,N,P,Q,R,S,T,V,W,Y,Z,AA,BB,DD,EE,FF","return true;","false","","","","",""
"W2","2022-2023","AC1092","Box 12d Amount","12","DOUBLE","","return true;","false","","","","",""
"W2","2022-2023","AC1012","Tax Calendar Year","13","ENUMERATION","2014,2015,2016,2017,2018,2019,2020,2021,2022","return true;","true","","","","",""
"1040","2023-2024","AC1084","Tax Form Type","1","ENUMERATION","1040,1040A,1040EZ,1040NR,Foreign Tax Return,U.S. Territory Tax Return","return true;","true","","","","",""
"1040","2023-2024","AC1015","Adjusted Gross Income (Line 11 - 1040)","2","DOUBLE","","return true;","true","","","","",""
"1040","2023-2024","AC1016","Taxes Paid (Line 22 minus Schedule 2, Line 2 - 1040)","3","DOUBLE","","return true;","true","","","","",""
"1040","2023-2024","AC1017","Untaxed IRA Distribution and Pension total ((Line 4a - 4b; if negative, use zero) + (Line 5a - 5b; if negative, use zero) - 1040)","4","DOUBLE","","return true;","true","","","","",""
"1040","2023-2024","AC1019","IRA Deduction (Line 16 + 20 of Schedule 1 - 1040)","6","DOUBLE","","return true;","true","","","","",""
"1040","2023-2024","AC1020","Tax-Exempt Interest (Line 2a - 1040)","7","DOUBLE","","return true;","true","","","","",""
"1040","2023-2024","AC1021","Education Credits (Line 3 of Schedule 3-1040)","8","DOUBLE","","return true;","true","","","","",""
"1040","2023-2024","AC1065","Filing Status","9","ENUMERATION","Head of Household,Married Filing Jointly,Married Filing Separately,Qualifying Widower w/ Dependent,Single","docmetadata/AcceptanceCriteria/1040x/2019/AC1065.groovy","true","","","","",""
"1040","2023-2024","AC1007","Signature Date","10","DATE","","return true;","true","","","","",""
"1040x","2023-2024","AC1084","Tax Form Type","1","ENUMERATION","1040,1040A,1040EZ,1040NR,Foreign Tax Return,U.S. Territory Tax Return","return true;","true","","","","",""
"1040x","2023-2024","AC1015","Adjusted Gross Income (Line 11 - 1040)","2","DOUBLE","","return true;","true","","","","",""
"1040x","2023-2024","AC1016","Taxes Paid (Line 22 minus Schedule 2, Line 2 - 1040)","3","DOUBLE","","return true;","true","","","","",""
"1040x","2023-2024","AC1017","Untaxed IRA Distribution and Pension total ((Line 4a - 4b; if negative, use zero) + (Line 5a - 5b; if negative, use zero) - 1040)","4","DOUBLE","","return true;","true","","","","",""
"1040x","2023-2024","AC1019","IRA Deduction (Line 16 + 20 of Schedule 1 - 1040)","6","DOUBLE","","return true;","true","","","","",""
"1040x","2023-2024","AC1020","Tax-Exempt Interest","7","DOUBLE","","return true;","true","","","","",""
"1040x","2023-2024","AC1021","Education Credits (Line 3 of Schedule 3-1040)","8","DOUBLE","","return true;","true","","","","",""
"1040x","2023-2024","AC1065","Filing Status","9","ENUMERATION","Head of Household,Married Filing Jointly,Married Filing Separately,Qualifying Widower w/ Dependent,Single","docmetadata/AcceptanceCriteria/1040x/2019/AC1065.groovy","true","","","","",""
"1040x","2023-2024","AC1007","Signature Date","10","DATE","","return true;","true","","","","",""
"1099G","2023-2024","AC1008","Social Security Number","1","STRING","","return true;","true","","","","",""
"1099G","2023-2024","AC1064","Payer's Federal Identification Number","2","STRING","","return true;","true","Y","","","",""
"1099G","2023-2024","AC1013","Box 1 Amount","3","DOUBLE","","docmetadata/AcceptanceCriteria/1099G/2023/AC1013.groovy","true","","","","",""
"1099G","2023-2024","AC1014","Box 4 Amount","4","DOUBLE","","return true;","true","","","","",""
"1099G","2023-2024","AC1012","Tax Calendar Year","5","ENUMERATION","2014,2015,2016,2017,2018,2019,2020,2021,2022","return true;","true","","","","",""
"ForeignTaxTranscript","2023-2024","AC1015","Adjusted Gross Income","1","DOUBLE","","return true;","true","","","","",""
"ForeignTaxTranscript","2023-2024","AC1084","Tax Form Type","2","ENUMERATION","1040,1040A,1040EZ,1040NR,Foreign Tax Return,U.S. Territory Tax Return","return true;","true","","","","",""
"ForeignTaxTranscript","2023-2024","AC1016","Taxes Paid","3","DOUBLE","","return true;","true","","","","",""
"ForeignTaxTranscript","2023-2024","AC1017","Untaxed IRA Distribution and Pension total","4","DOUBLE","","return true;","true","","","","",""
"ForeignTaxTranscript","2023-2024","AC1018","Untaxed Pensions Total","5","DOUBLE","","return true;","true","","","","",""
"ForeignTaxTranscript","2023-2024","AC1019","IRA Deduction","6","DOUBLE","","return true;","true","","","","",""
"ForeignTaxTranscript","2023-2024","AC1020","Tax-Exempt Interest","7","DOUBLE","","return true;","true","","","","",""
"ForeignTaxTranscript","2023-2024","AC1021","Education Credits","8","DOUBLE","","return true;","true","","","","",""
"ForeignTaxTranscript","2023-2024","AC1065","Filing Status","9","ENUMERATION","Head of Household,Married Filing Jointly,Married Filing Separately,Qualifying Widower w/ Dependent,Single","docmetadata/AcceptanceCriteria/1040x/2019/AC1065.groovy","true","","","","",""
"IRSExtensionApproval","2023-2024","AC1012","Tax Calendar Year","1","ENUMERATION","2014,2015,2016,2017,2018,2019,2020,2021,2022","return true;","true","","","","",""
"IRSExtensionApproval","2023-2024","AC1007","Signature Date","2","DATE","","return true;","true","","","","",""
"IRSForm4868","2023-2024","AC1007","Signature Date","1","DATE","","return true;","true","","","","",""
"IRSForm4868","2023-2024","AC1012","Tax Calendar Year","2","ENUMERATION","2014,2015,2016,2017,2018,2019,2020,2021,2022","return true;","true","","","","",""
"NonFilingStatement","2023-2024","AC1007","Signature Date","1","DATE","","return true;","true","","","","",""
"RolloverStatement","2023-2024","AC1076","Rollover Amount","1","DOUBLE","","return true;","true","","","","",""
"RolloverStatement","2023-2024","AC1007","Signature Date","2","DATE","","return true;","true","","","","",""
"SelfEmploymentStatement","2023-2024","AC1015","Adjusted Gross Income (Line 11 - 1040)","1","DOUBLE","","docmetadata/AcceptanceCriteria/SelfEmploymentStatement/2023/AC1015.groovy","true","","","","",""
"SelfEmploymentStatement","2023-2024","AC1016","Taxes Paid (Line 22 minus Schedule 2, Line 2 - 1040)","2","DOUBLE","","return true;","true","","","","",""
"SelfEmploymentStatement","2023-2024","AC1007","Signature Date","3","DATE","","return true;","true","","","","",""
"SOEP-Campus","2023-2024","AC1001","First Name","1","STRING","","return true;","true","","","","",""
"SOEP-Campus","2023-2024","AC1002","Last Name","2","STRING","","return true;","true","","","","",""
"SOEP-Campus","2023-2024","AC1068","School Name","3","STRING","","return true;","true","","","","",""
"SOEP-Campus","2023-2024","AC1071","School Representative First Name","4","STRING","","return true;","true","","","","",""
"SOEP-Campus","2023-2024","AC1072","School Representative Last Name","5","STRING","","return true;","true","","","","",""
"SOEP-Campus","2023-2024","AC1007","Signature Date","6","DATE","","return true;","true","","","","",""
"SOEP-Notary","2023-2024","AC1001","First Name","1","STRING","","return true;","true","","","","",""
"SOEP-Notary","2023-2024","AC1002","Last Name","2","STRING","","return true;","true","","","","",""
"SOEP-Notary","2023-2024","AC1068","School Name","3","STRING","","return true;","true","","","","",""
"SOEP-Notary","2023-2024","AC1073","Contains Notary Seal?","4","STRING","Yes,No","return true;","true","","","","",""
"SOEP-Notary","2023-2024","AC1074","Notary First Name","5","STRING","","return true;","true","","","","",""
"SOEP-Notary","2023-2024","AC1075","Notary Last Name","6","STRING","","return true;","true","","","","",""
"SOEP-Notary","2023-2024","AC1007","Signature Date","7","DATE","","return true;","true","","","","",""
"TaxReturnTranscript","2023-2024","AC1084","Tax Form Type","1","ENUMERATION","1040,1040A,1040EZ,1040NR,Foreign Tax Return,U.S. Territory Tax Return","return true;","true","","","","",""
"TaxReturnTranscript","2023-2024","AC1015","Adjusted Gross Income (Line 11 - 1040)","2","DOUBLE","","return true;","true","","","","",""
"TaxReturnTranscript","2023-2024","AC1016","Taxes Paid (Line 22 minus Schedule 2, Line 2 - 1040)","3","DOUBLE","","return true;","true","","","","",""
"TaxReturnTranscript","2023-2024","AC1017","Untaxed IRA Distribution and Pension total ((Line 4a - 4b; if negative, use zero) + (Line 5a - 5b; if negative, use zero) - 1040)","4","DOUBLE","","return true;","true","","","","",""
"TaxReturnTranscript","2023-2024","AC1019","IRA Deduction (Line 16 + 20 of Schedule 1 - 1040)","6","DOUBLE","","return true;","true","","","","",""
"TaxReturnTranscript","2023-2024","AC1020","Tax-Exempt Interest (Line 2a - 1040)","7","DOUBLE","","return true;","true","","","","",""
"TaxReturnTranscript","2023-2024","AC1021","Education Credits (Line 3 of Schedule 3-1040)","8","DOUBLE","","return true;","true","","","","",""
"TaxReturnTranscript","2023-2024","AC1065","Filing Status","9","ENUMERATION","Head of Household,Married Filing Jointly,Married Filing Separately,Qualifying Widower w/ Dependent,Single","docmetadata/AcceptanceCriteria/1040x/2019/AC1065.groovy","true","","","","",""
"TaxReturnTranscript","2023-2024","AC1007","Signature Date","10","DATE","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1097","Parent's Marital Status","1","ENUMERATION","Married/Remarried,Never Married,Divorced/Separated,Widowed,Unmarried and Both Parents Living together","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1098","Parent's Number of Family Members","2","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1099","Parent's Number in College","3","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1024","Household Member Name - 1","4","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1034","Household Member Age - 1","5","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1044","Household Member Relationship(s) to student - 1","6","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1054","College/University Name - 1","7","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1025","Household Member Name - 2","8","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1035","Household Member Age - 2","9","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1045","Household Member Relationship(s) to student - 2","10","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1055","College/University Name - 2","11","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1026","Household Member Name - 3","12","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1036","Household Member Age - 3","13","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1046","Household Member Relationship(s) to student - 3","14","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1056","College/University Name - 3","15","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1027","Household Member Name - 4","16","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1037","Household Member Age - 4","17","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1047","Household Member Relationship(s) to student - 4","18","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1057","College/University Name - 4","19","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1028","Household Member Name - 5","20","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1038","Household Member Age - 5","21","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1048","Household Member Relationship(s) to student - 5","22","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1058","College/University Name - 5","23","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1029","Household Member Name - 6","24","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1039","Household Member Age - 6","25","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1049","Household Member Relationship(s) to student - 6","26","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1059","College/University Name - 6","27","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1030","Household Member Name - 7","28","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1040","Household Member Age - 7","29","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1050","Household Member Relationship(s) to student - 7","30","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1060","College/University Name - 7","31","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1031","Household Member Name - 8","32","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1041","Household Member Age - 8","33","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1051","Household Member Relationship(s) to student - 8","34","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1061","College/University Name - 8","35","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1032","Household Member Name - 9","36","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1042","Household Member Age - 9","37","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1052","Household Member Relationship(s) to student - 9","38","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1062","College/University Name - 9","39","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1033","Household Member Name - 10","40","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1043","Household Member Age - 10","41","INTEGER","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1053","Household Member Relationship(s) to student - 10","42","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1063","College/University Name - 10","43","STRING","","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1077","Response to whether student successfully used IRS DRT tool to transfer tax information from the tax filer section","44","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1078","Response to whether student plans to use the IRS DRT tool to transfer tax information from the tax filer section","45","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1079","Response to whether the IRS DRT tool was not available to transfer tax information from the tax filer section","46","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1080","Response to whether the student had an ""other"" tax scenario (i.e. amended tax return, granted a filing extension, victim of identity theft or filed a non-IRS tax return) from the tax filer section","47","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1081","Response if the student is not required and will not file a tax return for this aid year from the tax filer section","48","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1082","Response if the student was not employed and had no income in the aid year from the non tax filer section","49","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1083","Response if the student was employed and had income in the aid year from the non tax filer section","50","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1100","Response to whether parent successfully used IRS DRT tool to transfer tax information from the tax filer section","51","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1101","Response to whether parent plans to use the IRS DRT tool to transfer tax information from the tax filer section","52","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1115","Response to whether the IRS DRT tool was not available for the parent to transfer tax information from the tax filer section","53","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1102","Response to whether the parent had an ""other"" tax scenario (i.e. amended tax return, granted a filing extension, victim of identity theft or filed a non-IRS tax return) from the tax filer section","54","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1103","Response if the parent is not required and will not file a tax return for this aid year from the tax filer section","55","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1104","Response if the parent was not employed and had no income in the aid year from the non tax filer section","56","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1105","Response if the parent was employed and had income in the aid year from the non tax filer section","57","ENUMERATION","Yes,Blank","return true;","false","","","","",""
"VW-Dep","2023-2024","AC1007","Signature Date","58","DATE","","return true;","true","","","","",""
"VW-Dep","2023-2024","AC1094","Signature Last Name","59","STRING","","docmetadata/AcceptanceCriteria/VW-Ind/2018/AC1094.groovy","true","","","","",""
"VW-Dep","2023-2024","AC1113","Parent Signature Date","60","DATE","","return true;","true","","","","",""
"VW-Dep","2023-2024","AC1114","Parent Signature Last Name","61","STRING","","docmetadata/AcceptanceCriteria/VW-Dep/2020/AC1114.groovy","true","","","","",""
"VW-Ind","2023-2024","AC1093","Student's Marital Status","1","ENUMERATION","Single,Married/Remarried,Separated,Divorced or Widowed","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1022","Student's Number of Family Members","2","INTEGER","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1023","Student's Number in College","3","INTEGER","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1024","Household Member Name - 1","4","STRING","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1034","Household Member Age - 1","5","INTEGER","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1044","Household Member Relationship(s) to student - 1","6","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1054","College/University Name - 1","7","STRING","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1025","Household Member Name - 2","8","STRING","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1035","Household Member Age - 2","9","INTEGER","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1045","Household Member Relationship(s) to student - 2","10","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1055","College/University Name - 2","11","STRING","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1026","Household Member Name - 3","12","STRING","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1036","Household Member Age - 3","13","INTEGER","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1046","Household Member Relationship(s) to student - 3","14","ENUMERATION","Aunt,Cousin,Daughter,Fiance,God Child,Grandchild,Grandparent,In-law Parent,In-law Sibling,Nephew,Niece,Parent,Self,Sibling,Significant Other,Son,Spouse,Step-Child,Step-Parent,Step-Sibling,Unborn Child,Uncle","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1056","College/University Name - 3","15","STRING","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1027","Household Member Name - 4","16","STRING","","return true;","false","","","","",""
"VW-Ind","2023-2024","AC1037","Household Member Age - 4","17","INTEGER","","return true;","false","","","","",""
